user_id,num_clicks,avg_session_clicks,num_empty_sessions,num_sessions,num_canceled_trips,avg_session_duration,num_trips,num_destinations,num_flights,num_hotels,num_discount_trips,avg_money_spent_flight,avg_time_after_booking,avg_money_spent_per_seat,avg_money_spent_hotel,avg_km_flown,avg_bags,gender,married,has_children,home_country,home_city,age,total_spend,flight_ratio,hotel_ratio,cancelation_rate,empty_session_ratio,segment_perk,segment
152583,149,18.625,7,8,0,139.0,1.0,1.0,2.0,1.0,0.0,367.83,8.0,367.83,426.0,2178.789038455096,2.0,F,False,False,usa,colorado springs,39.36164383561644,793.8299999999999,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
153982,150,18.75,5,8,0,138.5,3.0,3.0,6.0,3.0,0.0,218.95666666666668,8.666666666666666,218.95666666666668,227.0,1282.5421897455988,0.3333333333333333,F,False,True,canada,toronto,47.31232876712329,445.9566666666667,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
160754,86,10.75,7,8,0,80.875,1.0,1.0,2.0,1.0,0.0,93.62,11.0,93.62,428.0,526.1200403921746,1.0,F,True,True,usa,new york,48.0027397260274,521.62,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
164522,89,11.125,7,8,0,83.375,1.0,1.0,2.0,1.0,1.0,311.904,8.0,311.904,3029.0,1786.073162056549,1.0,F,True,False,usa,kansas city,50.084931506849315,3340.904,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
167852,63,7.875,8,8,0,58.0,,,,,,,,,,,,F,False,False,usa,tampa,19.786301369863015,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
171470,446,55.75,5,8,0,1842.5,2.0,2.0,4.0,1.0,2.0,2590.425,140.5,2590.425,,15351.061745339965,0.5,F,False,False,usa,atlanta,26.216438356164385,2590.425,2.0,0.5,0.0,0.625,exclusive discounts,Browsers or spenders
174997,252,31.5,5,8,0,991.75,3.0,3.0,6.0,3.0,1.0,295.215,9.0,295.215,224.0,3515.736477120369,0.3333333333333333,F,False,False,usa,grand rapids,34.09041095890411,519.2149999999999,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
175032,127,14.11111111111111,6,9,0,104.33333333333331,3.0,2.0,4.0,3.0,1.0,554.625,5.5,235.42833333333337,1081.2,1358.8176419889678,0.5,F,False,False,usa,houston,31.076712328767123,1635.825,1.3333333333333333,1.0,0.0,0.6666666666666666,free hotel meal,Hotel lovers or business travelers
181157,153,19.125,5,8,0,141.125,3.0,2.0,6.0,3.0,2.0,319.67516666666666,5.333333333333333,205.76879166666663,1662.6,1194.2256923912298,1.0,F,True,False,usa,houston,55.33150684931507,1982.2751666666666,2.0,1.0,0.0,0.625,free checked bags,Group travelers or heavy baggage
182191,148,18.5,7,8,0,665.787969,1.0,1.0,2.0,1.0,1.0,,18.0,,,1625.2827888568002,1.0,F,False,True,usa,phoenix,21.175342465753424,0.0,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
187212,128,16.0,5,8,0,118.75,3.0,3.0,6.0,3.0,0.0,414.19,8.0,414.19,301.3333333333333,2338.7155070077465,0.6666666666666666,F,True,True,usa,los angeles,56.8,715.5233333333333,2.0,1.0,0.0,0.625,one night with flight,VIP high spenders & frequent travelers
189676,93,11.625,6,8,0,86.375,2.0,1.0,2.0,2.0,0.0,1244.31,4.0,414.77,2500.5,2284.5483204879297,2.0,F,False,True,usa,fort worth,37.9013698630137,3744.81,1.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
190866,186,20.666666666666668,4,9,0,153.88888888888889,5.0,4.0,10.0,5.0,0.0,416.2,7.2,416.2,299.2,2269.5417199497415,0.4,F,False,False,usa,tallahassee,39.1972602739726,715.4,2.0,1.0,0.0,0.4444444444444444,one night with flight,VIP high spenders & frequent travelers
195192,225,28.125,7,8,0,208.375,1.0,1.0,2.0,1.0,0.0,394.29,15.0,197.145,320.0,1174.423089479478,0.0,F,False,False,usa,chicago,30.202739726027396,714.29,2.0,1.0,0.0,0.875,no cancelation fees,Baseline
204943,292,36.5,1,8,0,1043.5,6.0,3.0,12.0,6.0,1.0,469.06866666666673,39.333333333333336,326.1115,1455.8333333333333,1744.157159346825,1.3333333333333333,M,False,False,canada,ottawa,42.961643835616435,1924.902,2.0,1.0,0.0,0.125,free checked bags,Group travelers or heavy baggage
204997,439,54.875,3,8,0,1399.17795025,4.0,4.0,8.0,3.0,2.0,283.6383333333333,15.25,223.23083333333332,291.4,3429.5170644192667,0.75,F,True,False,usa,kansas city,40.276712328767125,575.0383333333333,2.0,0.75,0.0,0.375,exclusive discounts,Browsers or spenders
205044,134,14.88888888888889,6,9,0,110.33333333333331,3.0,2.0,6.0,3.0,1.0,906.8991666666668,6.0,431.5052777777778,1880.6666666666667,2531.010073625866,0.3333333333333333,F,True,True,canada,toronto,42.28219178082192,2787.5658333333336,2.0,1.0,0.0,0.6666666666666666,free hotel meal,Hotel lovers or business travelers
206011,156,19.5,4,8,0,146.125,4.0,4.0,8.0,3.0,2.0,256.193,5.5,256.193,379.3333333333333,1473.5507636559992,0.25,F,False,True,usa,kansas city,41.33698630136986,635.5263333333332,2.0,0.75,0.0,0.5,exclusive discounts,Browsers or spenders
216796,125,15.625,6,8,0,491.328442,1.0,1.0,2.0,1.0,1.0,1875.6525,196.0,937.82625,2410.0,7041.479113795877,2.0,F,False,False,usa,cincinnati,24.3972602739726,4285.6525,2.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
217114,59,6.555555555555555,9,9,0,49.888888888888886,,,,,,,,,,,,O,True,True,usa,long beach,21.50958904109589,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
217136,106,13.25,6,8,0,99.375,2.0,1.0,2.0,2.0,0.0,539.57,7.0,539.57,329.5,2867.3164066210743,0.0,F,False,True,usa,little rock,40.632876712328766,869.07,1.0,1.0,0.0,0.75,no cancelation fees,Baseline
220725,316,35.111111111111114,4,9,0,948.8888888888888,4.0,4.0,8.0,3.0,1.0,494.5425,5.75,494.5425,467.3333333333333,2889.2836071898314,0.25,F,False,False,usa,stockton,42.35890410958904,961.8758333333333,2.0,0.75,0.0,0.4444444444444444,one night with flight,VIP high spenders & frequent travelers
224996,102,12.75,6,8,0,94.625,2.0,2.0,4.0,1.0,0.0,448.805,8.0,448.805,231.0,2353.0107623683043,0.0,F,False,True,canada,halifax,44.75068493150685,679.8050000000001,2.0,0.5,0.0,0.75,no cancelation fees,Baseline
226367,114,14.25,5,8,0,105.5,3.0,3.0,6.0,3.0,1.0,294.53366666666665,7.0,276.7718333333333,621.3333333333334,1655.8209883749475,0.6666666666666666,F,False,False,usa,washington,45.12602739726027,915.867,2.0,1.0,0.0,0.625,free hotel meal,Hotel lovers or business travelers
228195,116,12.88888888888889,9,9,0,95.77777777777776,,,,,,,,,,,,F,False,True,usa,los angeles,28.764383561643836,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
228872,126,15.75,6,8,0,118.0,2.0,1.0,2.0,2.0,0.0,509.21,5.0,509.21,644.0,2770.218959444619,1.0,M,False,False,usa,san antonio,36.704109589041096,1153.21,1.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
229009,144,18.0,4,8,0,264.78542925,3.0,3.0,6.0,2.0,0.0,928.42,117.66666666666669,928.42,237.0,5443.821949873418,0.3333333333333333,F,False,False,usa,stockton,19.26027397260274,1165.42,2.0,0.6666666666666666,0.0,0.5,exclusive discounts,Browsers or spenders
229108,321,40.125,6,8,0,1012.25,1.0,1.0,2.0,0.0,0.0,438.61,168.0,438.61,,2669.379466467782,0.0,F,False,False,usa,burlington,27.51506849315069,438.61,2.0,0.0,0.0,0.75,no cancelation fees,Baseline
229330,129,16.125,4,8,0,119.625,4.0,3.0,8.0,4.0,0.0,387.0275,7.25,220.14,880.25,1201.119453194543,0.25,F,True,False,usa,colorado springs,49.07945205479452,1267.2775,2.0,1.0,0.0,0.5,free hotel meal,Hotel lovers or business travelers
232647,100,12.5,6,8,0,93.875,2.0,1.0,2.0,1.0,0.0,237.1,7.0,237.1,2343.0,1391.5841166508767,1.0,F,False,False,usa,birmingham,19.638356164383563,2580.1,1.0,0.5,0.0,0.75,free checked bags,Group travelers or heavy baggage
249521,151,18.875,6,8,0,140.625,2.0,1.0,2.0,2.0,1.0,642.02,8.0,642.02,184.7,3551.7999406903273,1.0,F,True,True,canada,ottawa,61.38356164383562,826.72,1.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
252835,117,14.625,3,8,0,108.25,5.0,3.0,10.0,4.0,1.0,323.127,7.4,323.127,365.0,1867.778858389403,0.6,F,False,True,usa,chicago,39.87397260273973,688.127,2.0,0.8,0.0,0.375,exclusive discounts,Browsers or spenders
258451,167,20.875,6,8,0,219.875,1.0,0.0,0.0,1.0,0.0,,,,2314.0,,,F,False,False,usa,miami,24.975342465753425,2314.0,0.0,1.0,0.0,0.75,no cancelation fees,Baseline
264470,118,14.75,6,8,0,111.0,2.0,2.0,4.0,2.0,1.0,417.60875,8.0,417.60875,1063.5,2305.1605246210543,0.5,F,False,True,usa,bakersfield,47.08767123287672,1481.1087499999999,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
276512,98,12.25,7,8,0,91.375,1.0,1.0,2.0,1.0,0.0,395.69,10.0,395.69,100.0,2299.1482701158357,1.0,F,True,True,usa,austin,43.276712328767125,495.69,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
281952,158,19.75,6,8,0,146.375,2.0,2.0,4.0,2.0,1.0,342.36,7.0,342.36,118.15,1845.0144010402564,1.5,F,False,False,usa,louisville,38.865753424657534,460.51,2.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
283325,114,14.25,6,8,0,105.625,2.0,1.0,2.0,2.0,1.0,407.943,5.0,407.943,1442.0,2650.4256126791843,0.0,F,True,False,usa,dallas,52.56712328767123,1849.943,1.0,1.0,0.0,0.75,no cancelation fees,Baseline
290123,190,21.11111111111111,2,9,0,155.88888888888889,7.0,7.0,13.0,6.0,0.0,685.1585714285713,6.142857142857143,400.45214285714286,767.5,2400.6481445560125,0.8571428571428571,F,True,False,usa,houston,42.66301369863014,1452.6585714285713,1.8571428571428572,0.8571428571428571,0.0,0.2222222222222222,one night with flight,VIP high spenders & frequent travelers
297546,207,25.875,3,8,0,192.875,5.0,4.0,8.0,5.0,1.0,415.18,5.0,332.0325,708.4,1784.7341478605845,0.75,F,True,False,usa,new york,53.00821917808219,1123.58,1.6,1.0,0.0,0.375,free hotel meal,Hotel lovers or business travelers
298253,98,12.25,7,8,0,91.75,1.0,1.0,2.0,0.0,0.0,712.42,6.0,712.42,,3974.209842999768,2.0,F,True,True,usa,los angeles,48.35068493150685,712.42,2.0,0.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
299476,187,20.77777777777778,8,9,0,154.11111111111111,1.0,1.0,2.0,1.0,0.0,192.38,7.0,192.38,71.0,1109.9174733553675,0.0,F,True,False,usa,atlanta,40.54794520547945,263.38,2.0,1.0,0.0,0.8888888888888888,no cancelation fees,Baseline
306165,89,11.125,8,8,0,82.5,,,,,,,,,,,,F,False,False,usa,cleveland,22.635616438356163,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
306819,329,41.125,5,8,0,1061.875,2.0,2.0,4.0,2.0,1.0,50.16,6.5,50.16,370.0,438.6337774330507,0.5,F,True,True,usa,new york,61.69041095890411,420.15999999999997,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
312488,76,9.5,7,8,0,71.0,1.0,1.0,2.0,1.0,0.0,407.1,6.0,407.1,299.0,2265.4635323555963,1.0,M,True,False,usa,new york,32.43561643835616,706.1,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
313724,351,43.875,2,8,0,1110.375,5.0,4.0,8.0,5.0,0.0,383.5175,5.5,311.26750000000004,754.0,1765.4703931110962,0.75,F,False,False,usa,tulsa,53.57260273972603,1137.5175,1.6,1.0,0.0,0.25,free hotel meal,Hotel lovers or business travelers
316527,139,17.375,4,8,0,130.0,4.0,4.0,8.0,4.0,1.0,434.9725,7.25,347.87875,1414.575,2014.8040617784015,0.25,F,True,True,canada,winnipeg,43.38904109589041,1849.5475000000001,2.0,1.0,0.0,0.5,free hotel meal,Hotel lovers or business travelers
317688,133,16.625,4,8,0,124.0,4.0,4.0,8.0,4.0,1.0,309.685,8.0,309.685,293.225,1608.4081737945037,0.5,F,False,True,usa,indianapolis,42.55068493150685,602.9100000000001,2.0,1.0,0.0,0.5,exclusive discounts,Browsers or spenders
322867,82,10.25,7,8,0,77.0,1.0,1.0,2.0,1.0,0.0,173.04,6.0,173.04,1323.0,921.7775000151938,1.0,F,False,False,usa,mobile,48.0,1496.04,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
324191,86,10.75,6,8,0,80.125,2.0,1.0,4.0,2.0,0.0,49.87,9.5,32.2525,805.0,175.7703600625848,0.5,F,False,False,usa,san diego,41.52602739726027,854.87,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
328590,383,47.875,4,8,0,1085.5,3.0,3.0,6.0,2.0,2.0,976.76,7.0,620.9755555555556,1298.125,3339.0159061162517,0.3333333333333333,F,False,False,usa,san diego,57.38082191780822,2274.885,2.0,0.6666666666666666,0.0,0.5,free hotel meal,Hotel lovers or business travelers
330764,375,46.875,4,8,0,1061.125,3.0,1.0,2.0,2.0,1.0,375.52,11.0,125.17333333333332,547.0,671.4338745885356,1.0,F,False,False,usa,detroit,40.827397260273976,922.52,0.6666666666666666,0.6666666666666666,0.0,0.5,free checked bags,Group travelers or heavy baggage
330893,133,16.625,5,8,0,124.0,3.0,3.0,6.0,3.0,0.0,287.2033333333333,5.333333333333333,287.2033333333333,250.0,1582.7981582251823,0.6666666666666666,F,True,True,usa,oklahoma city,44.97260273972603,537.2033333333334,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
331039,198,24.75,6,8,0,610.045213,1.0,1.0,2.0,1.0,1.0,2290.87,252.0,572.7175,3009.6,3365.2980152416276,3.0,F,True,True,canada,london,46.347945205479455,5300.469999999999,2.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
334787,119,14.875,5,8,0,110.875,3.0,3.0,6.0,3.0,1.0,249.81583333333333,5.0,249.81583333333333,288.0,1394.7993139941216,0.6666666666666666,F,False,False,usa,minneapolis,54.61917808219178,537.8158333333333,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
337227,83,10.375,8,8,0,77.0,,,,,,,,,,,,F,True,False,usa,santa ana,36.44383561643835,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
338086,137,17.125,6,8,0,128.5,2.0,2.0,4.0,2.0,1.0,490.845,7.0,490.845,96.0,2745.6705912419948,0.5,F,False,True,usa,washington,41.98082191780822,586.845,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
340166,88,11.0,7,8,0,81.625,1.0,0.0,0.0,1.0,0.0,,,,474.0,,,M,True,True,usa,san francisco,52.56164383561644,474.0,0.0,1.0,0.0,0.875,no cancelation fees,Baseline
343928,122,15.25,6,8,0,112.75,2.0,2.0,4.0,1.0,1.0,2264.37,170.5,1242.49,348.0,8138.691478833483,0.5,F,True,False,usa,el paso,66.87671232876713,2612.37,2.0,0.5,0.0,0.75,no cancelation fees,Baseline
347778,162,18.0,4,9,0,133.33333333333334,5.0,4.0,10.0,4.0,0.0,846.7379999999999,5.6,436.608,1118.5,2487.967618656662,1.0,F,False,False,usa,las vegas,51.38630136986301,1965.2379999999998,2.0,0.8,0.0,0.4444444444444444,free checked bags,Group travelers or heavy baggage
348817,125,15.625,4,8,0,116.0,4.0,3.0,6.0,4.0,0.0,458.2066666666667,5.333333333333333,458.2066666666667,655.5,2651.4764411557876,0.6666666666666666,F,False,False,canada,calgary,30.323287671232876,1113.7066666666667,1.5,1.0,0.0,0.5,free hotel meal,Hotel lovers or business travelers
348863,81,10.125,8,8,0,74.625,,,,,,,,,,,,F,True,False,usa,san antonio,68.91232876712328,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
349132,133,14.77777777777778,6,9,0,110.33333333333331,3.0,2.0,4.0,3.0,1.0,360.53,6.5,195.63,1172.0333333333335,1057.671466545674,0.5,F,False,False,usa,cincinnati,50.47671232876712,1532.5633333333335,1.3333333333333333,1.0,0.0,0.6666666666666666,free hotel meal,Hotel lovers or business travelers
350648,295,36.875,6,8,0,807.18696225,1.0,1.0,2.0,1.0,0.0,212.18,7.0,212.18,555.0,1266.442401740426,0.0,F,False,False,usa,lincoln,19.747945205479457,767.1800000000001,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
353271,84,10.5,7,8,0,78.875,1.0,1.0,2.0,1.0,0.0,408.4,5.0,204.2,272.0,1196.5550794383803,0.0,F,False,True,usa,milwaukee,28.24109589041096,680.4,2.0,1.0,0.0,0.875,no cancelation fees,Baseline
353694,100,12.5,6,8,0,92.5,2.0,2.0,3.0,2.0,0.0,230.685,7.5,167.6475,817.0,1355.4870461114142,0.5,F,False,True,usa,new york,41.46849315068493,1047.685,1.5,1.0,0.0,0.75,no cancelation fees,Baseline
354050,172,21.5,3,8,0,159.125,5.0,5.0,9.0,5.0,2.0,385.7552,7.6,318.64520000000005,502.52,2150.165494157705,0.2,F,False,False,usa,detroit,51.53150684931507,888.2752,1.8,1.0,0.0,0.375,one night with flight,VIP high spenders & frequent travelers
354260,116,14.5,6,8,0,107.875,2.0,2.0,4.0,1.0,0.0,582.505,10.5,582.505,520.0,3329.3287021285187,1.0,F,False,False,usa,providence,51.1972602739726,1102.505,2.0,0.5,0.0,0.75,free checked bags,Group travelers or heavy baggage
354311,98,12.25,6,8,0,92.0,2.0,2.0,4.0,1.0,0.0,536.4449999999999,7.0,536.4449999999999,291.0,3061.807209296884,0.5,F,True,False,usa,tucson,47.40547945205479,827.4449999999999,2.0,0.5,0.0,0.75,no cancelation fees,Baseline
354950,100,12.5,7,8,0,94.125,1.0,1.0,2.0,1.0,0.0,460.54,4.0,460.54,762.0,2463.055931042597,1.0,M,True,False,usa,amarillo,55.13972602739726,1222.54,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
356046,101,12.625,6,8,0,94.0,2.0,2.0,4.0,2.0,0.0,391.905,8.0,352.33,352.5,1896.9912678633052,0.0,F,False,False,canada,ottawa,36.131506849315066,744.405,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
357737,419,52.375,2,8,0,1101.125,5.0,3.0,8.0,5.0,3.0,653.2333333333333,6.0,653.2333333333333,309.025,2920.4024214661845,0.25,F,True,True,usa,san diego,43.172602739726024,962.2583333333333,1.6,1.0,0.0,0.25,one night with flight,VIP high spenders & frequent travelers
359072,318,39.75,4,8,0,983.723602125,3.0,3.0,6.0,3.0,1.0,66.575,8.0,66.575,223.5,854.703287204855,0.3333333333333333,F,True,True,canada,montreal,52.9972602739726,290.075,2.0,1.0,0.0,0.5,exclusive discounts,Browsers or spenders
359080,126,15.75,4,8,0,119.0,4.0,4.0,8.0,2.0,1.0,1288.39,76.25,816.9712499999999,691.5,4617.660274298969,1.0,F,True,False,usa,new york,43.57808219178082,1979.89,2.0,0.5,0.0,0.5,free checked bags,Group travelers or heavy baggage
359653,127,15.875,6,8,0,118.0,2.0,2.0,4.0,2.0,1.0,392.165,6.5,392.165,324.6,2238.5998423301303,1.0,M,False,False,canada,victoria,56.95342465753425,716.7650000000001,2.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
361459,59,7.375,7,8,0,56.0,1.0,1.0,2.0,1.0,0.0,393.91,6.0,393.91,165.0,2289.5970026537934,1.0,F,True,True,usa,houston,43.221917808219175,558.9100000000001,2.0,1.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
361759,139,15.444444444444445,5,9,0,113.88888888888889,4.0,4.0,8.0,3.0,1.0,415.1475,7.75,415.1475,98.56666666666666,2261.474117026356,0.5,F,True,False,canada,winnipeg,54.32054794520547,513.7141666666666,2.0,0.75,0.0,0.5555555555555556,one night with flight,VIP high spenders & frequent travelers
363535,248,31.0,4,8,0,851.59355875,3.0,3.0,5.0,3.0,1.0,327.982,6.666666666666667,255.256,473.3333333333333,1892.3254013835988,0.6666666666666666,F,False,False,usa,charlotte,32.553424657534244,801.3153333333333,1.6666666666666667,1.0,0.0,0.5,exclusive discounts,Browsers or spenders
365825,355,44.375,5,8,0,1042.75,2.0,1.0,3.0,2.0,1.0,64.63,6.0,64.63,950.0,380.0231744872111,1.0,F,False,False,usa,los angeles,46.57808219178082,1014.63,1.5,1.0,0.0,0.625,free checked bags,Group travelers or heavy baggage
371201,105,13.125,7,8,0,97.125,1.0,1.0,2.0,0.0,0.0,199.47,8.0,199.47,,1067.2670811308597,3.0,M,False,True,usa,new york,29.87945205479452,199.47,2.0,0.0,0.0,0.875,free checked bags,Group travelers or heavy baggage
372970,100,12.5,6,8,0,94.625,2.0,2.0,4.0,2.0,0.0,646.6500000000001,6.0,646.6500000000001,204.0,3707.036549317579,0.5,F,False,False,usa,charlotte,35.676712328767124,850.6500000000001,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
373489,118,13.11111111111111,8,9,0,96.44444444444444,1.0,1.0,2.0,1.0,1.0,5588.4825,223.0,1397.120625,1224.0,10288.139989253055,3.0,F,True,True,usa,wichita,38.99178082191781,6812.4825,2.0,1.0,0.0,0.8888888888888888,free checked bags,Group travelers or heavy baggage
374331,338,42.25,5,8,0,1031.25,2.0,1.0,2.0,1.0,0.0,236.26,6.0,236.26,6720.0,1368.8881560524928,1.0,M,False,False,usa,milwaukee,44.013698630136986,6956.26,1.0,0.5,0.0,0.625,free checked bags,Group travelers or heavy baggage
374340,78,8.666666666666666,8,9,0,64.44444444444444,1.0,1.0,2.0,0.0,1.0,3966.19,336.0,1983.095,,11011.278068932796,1.0,F,True,False,usa,new york,36.44109589041096,3966.19,2.0,0.0,0.0,0.8888888888888888,free checked bags,Group travelers or heavy baggage
374341,105,13.125,5,8,0,98.125,3.0,0.0,0.0,3.0,0.0,,,,2280.0,,,F,False,False,usa,detroit,27.383561643835616,2280.0,0.0,1.0,0.0,0.625,free hotel meal,Hotel lovers or business travelers
375160,41,5.125,8,8,0,38.0,,,,,,,,,,,,F,False,False,usa,houston,22.02191780821918,0.0,0.0,0.0,0.0,1.0,no cancelation fees,Baseline
375729,142,17.75,5,8,0,131.125,3.0,3.0,6.0,3.0,2.0,298.7606666666667,6.0,298.7606666666667,555.6666666666666,1855.086336767669,0.3333333333333333,F,False,False,usa,atlanta,54.66027397260274,854.4273333333333,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
375751,192,24.0,5,8,0,176.75,3.0,3.0,6.0,2.0,0.0,235.85333333333332,8.0,235.85333333333332,499.5,1368.1982641061152,0.3333333333333333,F,True,False,usa,cleveland,51.827397260273976,735.3533333333334,2.0,0.6666666666666666,0.0,0.625,exclusive discounts,Browsers or spenders
376159,102,12.75,6,8,0,95.5,2.0,1.0,2.0,2.0,0.0,367.24,9.0,367.24,354.0,2219.7020419735422,1.0,F,False,False,usa,long beach,43.865753424657534,721.24,1.0,1.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
377069,260,32.5,6,8,0,956.625,1.0,1.0,2.0,0.0,1.0,926.67,196.0,463.335,,3056.656709091249,1.0,F,True,False,usa,new york,69.76986301369863,926.67,2.0,0.0,0.0,0.75,free checked bags,Group travelers or heavy baggage
377411,118,14.75,6,8,0,110.625,2.0,2.0,4.0,2.0,1.0,494.998,5.0,266.113,513.0,1562.3951522948862,0.0,F,True,False,canada,montreal,39.534246575342465,1007.998,2.0,1.0,0.0,0.75,no cancelation fees,Baseline
378565,136,17.0,3,8,0,127.125,5.0,2.0,4.0,5.0,2.0,343.9705,4.5,343.9705,1720.0,2061.2937166083643,0.5,F,True,True,usa,nashville,42.19178082191781,2063.9705,0.8,1.0,0.0,0.375,free hotel meal,Hotel lovers or business travelers
379543,104,13.0,5,8,0,95.625,3.0,3.0,6.0,3.0,0.0,385.04,6.0,385.04,511.6666666666667,2268.5115555929397,0.3333333333333333,F,True,False,usa,san jose,57.92602739726028,896.7066666666667,2.0,1.0,0.0,0.625,one night with flight,VIP high spenders & frequent travelers
380434,114,14.25,5,8,0,104.375,3.0,3.0,6.0,3.0,1.0,333.11249999999995,9.333333333333334,333.11249999999995,475.3333333333333,1851.7501035253588,0.3333333333333333,F,True,True,usa,oklahoma city,51.43561643835616,808.4458333333332,2.0,1.0,0.0,0.625,exclusive discounts,Browsers or spenders
